Type_Event,Region,Year,Aggregator,Disaggregator,Substance,Source,Specific_Measure,PRUID,Time_Period,Unit,Value
Accidental stimulant-related poisoning ED visits,Canada,2024,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,302.0
Accidental stimulant-related poisoning ED visits,Canada,2024,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,74.0
Accidental stimulant-related poisoning ED visits,Canada,2024,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,194.0
Accidental stimulant-related poisoning ED visits,Canada,2024,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,39.0
Accidental stimulant-related poisoning ED visits,Canada,2024,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,103.0
Accidental stimulant-related poisoning ED visits,Canada,2024,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,20.0
Accidental stimulant-related poisoning ED visits,Canada,2024,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,56.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,30.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,54.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,97.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,200.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,66.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,175.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,55.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,100.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,40.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,71.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,22.0
Accidental stimulant-related poisoning hospitalizations,Canada,2016,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,30.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,48.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,61.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,101.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,237.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,88.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,237.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,53.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,146.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,43.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,78.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,21.0
Accidental stimulant-related poisoning hospitalizations,Canada,2017,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,42.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,35.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,40.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,108.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,284.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,112.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,276.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,73.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,144.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,58.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,111.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,22.0
Accidental stimulant-related poisoning hospitalizations,Canada,2018,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,42.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,50.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,66.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,99.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,219.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,105.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,238.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,51.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,119.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,47.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,93.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,26.0
Accidental stimulant-related poisoning hospitalizations,Canada,2019,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,38.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,53.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,63.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,100.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,260.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,123.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,304.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,80.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,194.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,38.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,144.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,27.0
Accidental stimulant-related poisoning hospitalizations,Canada,2020,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,69.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,49.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,62.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,93.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,221.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,142.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,241.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,87.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,220.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,49.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,129.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,24.0
Accidental stimulant-related poisoning hospitalizations,Canada,2021,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,84.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,37.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,44.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,82.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,169.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,97.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,247.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,63.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,194.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,54.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,124.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,29.0
Accidental stimulant-related poisoning hospitalizations,Canada,2022,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,81.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,63.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,64.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,87.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,173.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,122.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,285.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,86.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,240.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,63.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,145.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,44.0
Accidental stimulant-related poisoning hospitalizations,Canada,2023,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,101.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,17.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,23.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,46.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,75.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,47.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,119.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,27.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,106.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,29.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,74.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,17.0
Accidental stimulant-related poisoning hospitalizations,Canada,2024,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,44.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,33.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,57.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,234.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,593.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,195.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,632.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,115.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,302.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,76.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,178.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,66.0
EMS responses to suspected opioid-related overdoses,Alberta,2017,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,89.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,87.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,74.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,444.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,879.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,306.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,920.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,176.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,482.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,118.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,273.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,123.0
EMS responses to suspected opioid-related overdoses,Alberta,2018,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,169.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,59.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,58.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,338.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,621.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,338.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,725.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,152.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,416.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,126.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,254.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,107.0
EMS responses to suspected opioid-related overdoses,Alberta,2019,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,178.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,58.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,93.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,390.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,842.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,470.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,1090.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,295.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,660.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,145.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,439.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,108.0
EMS responses to suspected opioid-related overdoses,Alberta,2020,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,220.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,107.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,89.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,571.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,1180.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,685.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,1700.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,348.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,970.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,191.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,609.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,119.0
EMS responses to suspected opioid-related overdoses,Alberta,2021,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,260.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,113.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,83.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,467.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,911.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,562.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,1335.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,353.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,885.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,178.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,494.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,148.0
EMS responses to suspected opioid-related overdoses,Alberta,2022,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,290.0
EMS responses to suspected opioid-related overdoses,Alberta,2023,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,150.0
EMS responses to suspected opioid-related overdoses,Alberta,2023,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,48,By year,Number,143.0
