Image,Category,Description,Sold as,Results,Fentanyl & Benzodiazepine Test,Notes,Location,Date
https://getyourdrugstested.com/wp-content/uploads/2022/08/G2307.jpg,Stimulant,Light Yellow Powder,Sold as: Cocaine,"Mannitol:50-55%, Caffeine:40-45%, Fentanyl:5-10%, Methamphetamine:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: This sample is extremely risky, it's down being sold as cocaine. Anyone who is not used to opiods is at high risk of an opiod overdose. This sample caused a non-fatal overdose.","Vancouver, BC",08/23/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G1815.jpg,Psychedelic,White Powder,Sold as: 3-HO-PCP,"Fentanyl or analog:80-85%, Uncertain Match:15-20%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: 3-HO-PCP is a novel dissociative substance. Taking an unexpected opioid can put people at risk of an opioid overdose.,"Vancouver, BC",08/18/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/1533.jpg,Stimulant,White Granules,Sold as: Cocaine,"Heroin:80-85%, Caffeine:15-20%",Fentanyl: NegativeBenzodiazepine: Negative,Notes:,"Vancouver, BC",08/15/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G1433.jpg,Opioid,Light Yellow Powder,Sold as: Protonitazene,,Fentanyl: Negative,Notes: Alpha-PHiP is a novel stimulant substance and protonitazene is an opioid. Taking a stimulant when expecting opioids can put people at risk of a stimulant overdose.,"Vancouver, BC",08/14/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G1416.jpg,Depressant,Light Brown Powder Code:  Jibber-beige,Sold as: Flubromazolam,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: Alpha-PHiP is a cathinone with no benzo-like properties at all.,"Vancouver, BC",08/14/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G1406.jpg,Unknown,Light Brown Granules,Sold as: Unknown,"Cocaine Base:90-95%, Uncertain Match:5-10%",Fentanyl: Positive,Notes: This sample unexpectedly contains fentanyl. Even small amounts of unexpected fentanyl can cause adverse effects including overdose.,"Vancouver, BC",08/14/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G1405.jpg,Stimulant,White Chunk,Sold as: Cocaine Base,"Cocaine Base:90-95%, Uncertain Match:5-10%",Fentanyl: Positive,Notes: This sample unexpectedly contains fentanyl. Small amounts of unexpected fentanyl can cause adverse effects including overdose.,"Vancouver, BC",08/14/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G0821.jpg,Opioid,White Powder,Sold as: Fentanyl,"Xylazine:90-95%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: This sample is dangerous because it is not the product it's being sold as. Xylazine is a veterinary sedative with depressant and cardiovascular effects. It is not formulated for human use and when used as intended requires a reversal agent. Combining this with other depressants can cause complex overdose situations as xylazine does not respond to naloxone.,"Vancouver, BC",08/08/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G0714.jpg,Unknown,Light Blue Pressed Pill Code:  EeyoreTheBest,Sold as: Unknown,"Microcrystalline Cellulose:65-70%, Fentanyl:15-20%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: M / 30,"Vancouver, BC",08/07/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G0709.jpg,Stimulant,Colourless Crystal,Sold as: Methamphetamine,"Methamphetamine:80-85%, Caffeine:5-10%, Mannitol:5-10%, Fentanyl or analog:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample appears to be contaminated with a down sample. Client confirmed that this was mixed intentionally for personal use.,"Vancouver, BC",08/07/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G0205.jpg,Opioid,Light Brown Pebble,Sold as: Down,"Caffeine:55-60%, Fentanyl:15-20%, Heroin:10-15%, MDMA:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: The client experienced increased alertness and couldn't fall asleep. This sample is riskier due to the unexpected presence of MDMA. This sample is also risky due to the above average fentanyl content as well as the benzodiazepine content. The risk of respiritory distress is increased with this sample.,"Vancouver, BC",08/02/2022
https://getyourdrugstested.com/wp-content/uploads/2022/07/M2811.jpg,Psychedelic,White Crystal,Sold as: MDMA,"4-CEC:65-70%, MDMA:30-35%",Fentanyl: Negative,Notes: This sample unexpectedly contained a cathinone. A cathinone is a stimulant and what likely added to mimic the effects of MDMA. Someone unknowingly consuming multiple substances could experience unexpected side effects. There is limited information on 4-CEC's toxicity in humans.,"Anonymous, BC",07/28/2022
https://getyourdrugstested.com/wp-content/uploads/2022/06/M2808.jpg,Stimulant,White Crystal Code:  1523,Sold as: 3-MMC,"3-MMC:85-90%, Methylamine:10-15%",Fentanyl: Negative,Notes: Methylamine is a precursor to a number of substances. It is toxic to consume in any amount and mode of consumption. Methylamine consumption has been linked to fatalities.,"Anonymous, BC",06/28/2022
https://getyourdrugstested.com/wp-content/uploads/2022/06/M1204.jpg,Stimulant,White Crystal Code:  Cat,Sold as: 4-MMC,"3-MMC:90-95%, Uncertain Match:5-10%",Fentanyl: Positive,Notes: Unexpected fentanyl was identified in this sample. Even small amounts of unexpected fentanyl can cause an overdose.,"Anonymous, BC",06/12/2022
https://getyourdrugstested.com/wp-content/uploads/2022/06/G1039.jpg,Stimulant,White Chunk,Sold as: Cocaine Base,,Fentanyl: Positive,Notes: We do not know if the positive fentanyl result is due to an intentional cut or from cross-contamination.,"Vancouver, BC",06/10/2022
https://getyourdrugstested.com/wp-content/uploads/2022/05/G2043.jpg,Psychedelic,Green Powder,Sold as: MDMA,"BZP:75-80%, Methamphetamine:15-20%, Uncertain Oil:5-10%",Fentanyl: Positive,Notes: This sample was sold as MDMA but is BZP which has been known to have toxic effects. It also triggered the fentanyl test strip which could be dangerous for someone expecting MDMA.,"Vancouver, BC",05/20/2022
https://getyourdrugstested.com/wp-content/uploads/2022/05/G2023.jpg,Stimulant,Pink Granules,Sold as: Methamphetamine,"Caffeine:45-50%, Erythritol:20-25%, Fentanyl:15-20%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes:,"Vancouver, BC",05/20/2022
https://getyourdrugstested.com/wp-content/uploads/2022/05/G0932.jpg,Opioid,Light Yellow Powder,Sold as: Fentanyl,"Fentanyl:50-55%, Bromazolam:25-30%, Etizolam:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample is very dangerous due to the high fentanyl, benzodiazepine, and benzodiazepine-like substance content.","Vancouver, BC",05/09/2022
https://getyourdrugstested.com/wp-content/uploads/2022/05/G0219.jpg,Opioid,Brown Chunk Code:  Durian,Sold as: Down,"Caffeine:30-35%, Xylazine:25-30%, Bromazolam:10-15%, Erythritol:10-15%, Fentanyl:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: The combination of xylazine, fentanyl, and benzodiazepines can cause complex overdose situations. Xylazine is a vet sedative not approved for human use.","Vancouver, BC",05/02/2022
https://getyourdrugstested.com/wp-content/uploads/2022/04/M2614.jpg,Psychedelic,Pink Powder,Sold as: 2C-B HCl,"Dimethylpentylone:75-80%, Inositol:20-25%",Fentanyl: Negative,"Notes: Dimethylpentylone is a synthetic cathinone that can cause unexpected and potentially dangerous effects, especially if ingested unknowingly.","Anonymous, BC",04/26/2022
https://getyourdrugstested.com/wp-content/uploads/2022/04/G2608.jpg,Opioid,White Chunk,Sold as: Fentanyl,"AMB-FUBINACA:85-90%, Uncertain Match:10-15%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: This sample is particularly dangerous as it's a synthetic cannibinoid being sold as fentanyl. Synthetic cannibinods are dangerous as they produce a wide variety of unpredictable effects and can require medical or psychiatric intervention.,"Vancouver, BC",04/26/2022
https://getyourdrugstested.com/wp-content/uploads/2022/04/G2604.jpg,Opioid,Light Yellow Powder,Sold as: Fentanyl,"Fentanyl:60-65%, Bromazolam:30-35%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample is dangerous due to the high fentanyl content in addition to a high benzodiazepine content leading to a higher risk of overdose. Also the uncertain match in this sample is suspected to be xylazine, a strong veterinary tranquizer, which would increase the risk of overdose as well.","Vancouver, BC",04/26/2022
https://getyourdrugstested.com/wp-content/uploads/2022/04/G1916.jpg,Opioid,Blue Pebble,Sold as: Down,"Bromazolam:75-80%, Caffeine:20-25%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample is quite dangerous. It was sold as down, but is primarily a benzodiazepine. Even for an experienced benzodiazepine consumer this is a very high dose point. Due to the presence of fentanyl the risk of overdose is increased.","Vancouver, BC",04/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/04/G1901.jpg,Stimulant,White Chunk,Sold as: Cocaine,,Fentanyl: Positive,Notes: The presence of fentanyl in this sample is dangerous to consume for someone who is not an opiod consumer. Even though the fentanyl content is less than 5% that is still enough to cause an opiod overdose in an unsuspecting consumer.,"Vancouver, BC",04/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/04/G1304.jpg,Stimulant,Colourless Crystal,Sold as: Methamphetamine,"Methamphetamine:65-70%, Caffeine:10-15%, Dimethyl Sulfone:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contained obvious contamination with another substance. Client suspected contamination with down and is not a down consumer. This sample is particularly dangerous to people who arent't down users. In addition the sample is benzodiazepine positive further increasing the potential for overdose.,"Vancouver, BC",04/13/2022
https://getyourdrugstested.com/wp-content/uploads/2022/03/G2713.jpg,Stimulant,White Powder,Sold as: Cocaine,"Caffeine:50-55%, Mannitol:20-25%, Fentanyl:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: this sample was brought in with another one and they were both alike. The uncertain match is suspected to be etizolam or a similar substance but cannot be confirmed.,"Vancouver, BC",03/27/2022
https://getyourdrugstested.com/wp-content/uploads/2022/03/G2204.jpg,Psychedelic,White Chunk,Sold as: MDMA,,Fentanyl: Positive,Notes: This sample is dangerous to consume for someone who is not experienced in opiod use and could potentially cause an overdose.,"Vancouver, BC",03/22/2022
https://getyourdrugstested.com/wp-content/uploads/2022/03/G2055.jpg,Psychedelic,Colourless Crystal,Sold as: MDMA,,Fentanyl: Positive,Notes: Unexpected fentanyl positive result. Consuming fentanyl unknowingly could be harmful and reduce your respiratoration rate.,"Vancouver, BC",03/20/2022
https://getyourdrugstested.com/wp-content/uploads/2022/03/G1502.jpg,Opioid,Orange Pebble Code:  Silver - 1,Sold as: Down,"Fentanyl:70-75%, Caffeine:10-15%, Flualprazolam:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains a high amount of fentanyl, and a benzodiazepine. This can increase the risk of blackouts and OD when consumed unknowingly.","Vancouver, BC",03/15/2022
https://getyourdrugstested.com/wp-content/uploads/2022/03/G0444.jpg,Stimulant,Colourless Crystal,Sold as: Methamphetamine,"Methamphetamine:90-95%, Uncertain Match:5-10%",Fentanyl: Positive,Notes: Our client consumed and woke up with paramedics attending them. The test strip suggests it contains fentanyl or some sort of fentanyl analogue.,"Vancouver, BC",03/04/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G1944.jpg,Psychedelic,Colourless Crystal,Sold as: MDMA,,Fentanyl: Positive,Notes: Submitted with previous alert. Cross contamination from another submitted sample with fentanyl in it.,"Vancouver, BC",02/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G1943.jpg,Psychedelic,Pink Granules,Sold as: MDMA,"Caffeine:50-55%, Mannitol:15-20%, Polyethylene Glycol:10-15%, Heroin:5-10%, Fentanyl or analog:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: Client purchased this sample as MDMA. If taken unexpectedly, this sample could cause an overdose.","Vancouver, BC",02/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G1312.jpg,Opioid,Yellow Granules,Sold as: Fentanyl,"Erythritol:40-45%, Caffeine:25-30%, Fentanyl:15-20%, Xylazine:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: Client expected fentanyl and xylazine. The combination of xylazine, fentanyl, and benzodiazepines can cause complex overdose situations. Xylazine is a vet sedative not approved for human use.","Vancouver, BC",02/13/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G0602.jpg,Opioid,Light Grey Powder,Sold as: Fentanyl,"Fentanyl:35-40%, Uncertain Match:30-35%, Caffeine:30-35%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: The uncertain match appears to be an analgesic drug of the benzimidazole class with similar properties to opioids. This combination of benzimidazole, fentanyl and benzodiazepines has a high chance of causing an overdose.","Vancouver, BC",02/06/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G0433.jpg,Psychedelic,Colourless Crystal,Sold as: MDMA,,Fentanyl: Negative,"Notes: For someone unexperienced with methamphetamine, this sample could cause anxiety, inability to sleep and other side effects.","Vancouver, BC",02/04/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G0405-1.jpg,Stimulant,White Pebble Code:  Rainbowrose,Sold as: Cocaine,,Fentanyl: Positive,Notes: Unexpected fentanyl positive on test strip. Even a tiny amount of fentanyl can lead to an overdose.,"Vancouver, BC",02/04/2022
https://getyourdrugstested.com/wp-content/uploads/2022/02/G0401.jpg,Unknown,White Powder,Sold as: Unknown,,Fentanyl: Positive,Notes: Unexpected fentanyl positive on test strip. Even a tiny amount of fentanyl can lead to an overdose.,"Vancouver, BC",02/04/2022
https://getyourdrugstested.com/wp-content/uploads/2022/01/G1901.jpg,Depressant,White Pressed Pill,Sold as: Alprazolam,"Microcrystalline Cellulose:55-60%, Uncertain Carbohydrate:20-25%, Uncertain Oil:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes:  	This sample contains fentanyl or a fentanyl analogue instead of alprazolam. This can be dangerous for someone not used to fentanyl and expecting benzodiazepines.,"Vancouver, BC",01/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/01/M1811.jpg,Psychedelic,Brown Granules,Sold as: MDMA,"Fentanyl:70-75%, Uncertain Carbohydrate:10-15%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Unexpected fentanyl was identified in this sample. Even small amounts of unexpected fentanyl can cause an overdose.,"Anonymous, BC",01/18/2022
https://getyourdrugstested.com/wp-content/uploads/2022/01/G1505-1.jpg,Psychedelic,White Crystal,Sold as: Ketamine,,Fentanyl: Negative,"Notes: Xylazine is a veterinary drug used as a sedative, analgesic and muscle relaxant in animals. In humans, it could cause central nervous system depression, respiratory depression and even death.","Vancouver, BC",01/15/2022
https://getyourdrugstested.com/wp-content/uploads/2022/01/G1003.jpg,Stimulant,Light Brown Pebble,Sold as: Cocaine,"Caffeine:45-50%, Erythritol:45-50%, Fentanyl or analog:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Sent client to the hospital. Appears to be down sold as cocaine. Fentanyl can reduce breathing efficiency and lead to overdose.,"Vancouver, BC",01/10/2022
https://getyourdrugstested.com/wp-content/uploads/2022/01/G0215.jpg,Unknown,White Granules Code:  Sinistermalone 16,Sold as: Unknown,,Fentanyl: Positive,"Notes: Unexpected fentanyl was identified in this sample, Even small amount of unexpected fentanyl can cause someone to overdose.","Vancouver, BC",01/02/2022
https://getyourdrugstested.com/wp-content/uploads/2021/12/G2907.jpg,Opioid,Light Yellow Granules Code:  alpha3-white,Sold as: Down,"Caffeine:90-95%, Flualprazolam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a benzodiazepine and is also positive for fentanyl. These two central nervous system depressants are dangerous when combined. Confirmed as flualprazolam and caffeine.,"Vancouver, BC",12/29/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G1830.jpg,Psychedelic,Light Pink Powder,Sold as: Ketamine,"Bromazolam:55-60%, Alprazolam:45-50%",Fentanyl: Negative,Notes: This sample unexpectedly contains benzodiazepines. Consuming this substance as ketamine may cause an overdose.,"Vancouver, BC",12/18/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G1809.jpg,Psychedelic,Brown Granules Code:  Xmas B,Sold as: MDMA,"Polyethylene Glycol:45-50%, Caffeine:30-35%, Mannitol:15-20%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: Unexpected fentanyl was identified in this sample, and no MDMA. Consuming this sample as MDMA might lead to an opioid overdose.","Vancouver, BC",12/18/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G1524.jpg,Psychedelic,White Powder,Sold as: Ketamine,"Deschloroetizolam:50-55%, Glucose:45-50%",Fentanyl: NegativeBenzodiazepine: Positive,"Notes: Deschloroetizolam is a novel benzodiazepine-like substance that is not detectable by benzodiazepine test strips. Consuming this substance as if it were ketamine is very dangerous. Possible outcomes include a very bad time, amnesia, extended periods of lost time, loss of consciousness, respiritory depression possibly requiring medical intervention.","Vancouver, BC",12/15/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G1417.jpg,Psychedelic,White Powder,Sold as: Ketamine,"Ketamine:85-90%, Methylamine:10-15%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: Methylamine is a precursor to a number of substances. It is toxic to consume in any amount and mode of consumption. Methylamine consumption has been linked to fatalities.,"Vancouver, BC",12/14/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G1411.jpg,Depressant,White Tablet,Sold as: Alprazolam,"Microcrystalline Cellulose:90-95%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: Imprint: XANAX / 2. The uncertain match in this sample is suspected to be etizolam. This sample is particularly dangerous due to potential etizolam content, the benzodiazepine content and the fentanyl content. These substances are all depressants, so consuming them in combination presents a high risk of respiritory distress/overdose.","Vancouver, BC",12/14/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G1321.jpg,Opioid,Light Yellow Chunk,Sold as: Down,"Fentanyl:35-40%, Etizolam:30-35%, Propionanilide:15-20%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample contains fentanyl and etizolam in above average amounts compared to what we test in the DTES. Etizolam is a fast-acting diazepine and combining it with fentanyl can present complex overdose scenarios.,"Vancouver, BC",12/13/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G0812.jpg,Psychedelic,Coloured Granules,Sold as: MDMA,"Caffeine:60-65%, Erythritol:25-30%, Fentanyl:10-15%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: This sample was thought to be MDMA, but the combination of substances is typical of down (opioids). The risk of OD is very high for a person using this who is expecting MDMA. Sample also contained what seemed to be chunks of glass.","Vancouver, BC",12/08/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G0703.jpg,Psychedelic,Brown Crystal,Sold as: MDMA,"Dimethyl Sulfone:50-55%, Methylamine:35-40%, MDMA:10-15%",Fentanyl: Negative,Notes: Methylamine is a precursor to many other substances and can be hazardous to consume by any route.,"Vancouver, BC",12/07/2021
https://getyourdrugstested.com/wp-content/uploads/2021/12/G0506.jpg,Depressant,White Chunk,Sold as: Alprazolam,"Microcrystalline Cellulose:90-95%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample contains fentanyl or a fentanyl analogue instead of alprazolam. This can be dangerous for someone not used to fentanyl and expecting benzodiazepines.,"Vancouver, BC",12/05/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G2501.jpg,Psychedelic,White Powder,Sold as: 2C-B HCl,"Dimethyl Sulfone:80-85%, 3-MeO-PCP:5-10%, MDMA:5-10%",Fentanyl: Negative,Notes: It appears this sample is an attempt to replicate the effects of 2C-B. The substance 3-MeO-PCP is a dissociative hallucinogen and could have comparable effects to 2C-B.,"Vancouver, BC",11/25/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G2409.jpg,Psychedelic,White Powder,Sold as: Ketamine,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: Unexpected xylazine (animal tranquilizer) detected,"Vancouver, BC",11/24/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G1706.jpg,Opioid,Green Powder Code:  Alphagreen C,Sold as: Down,"Caffeine:50-55%, Fentanyl:40-45%, Etizolam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains a high amount of fentanyl and also contains etizolam and is positive for benzos. This combination is more likely to lead to an overdose. Confirmed as : 24.2% fentanyl HCL, 7.27% etizolam, 3.77% xylazine. 28.1% caffeine","Vancouver, BC",11/17/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G1317.jpg,Depressant,Colourless Liquid Code:  Rainyday POG,Sold as: GHB,"Petroleum Ether:80-85%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: Negative,"Notes: Petroleum ether may cause dizziness and drowsiness if inhaled, and high concentrations may result in central nervous system depression, and loss of consciousness. The uncertain oil is most likely orange essential oil.","Vancouver, BC",11/13/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G0619.jpg,Psychedelic,White Crystal,Sold as: Ketamine,"Ketamine:65-70%, Methamphetamine:30-35%",Fentanyl: Negative,Notes: Unexpected high amount of methamphetamine in a ketamine sample. This can cause an adverse reaction.,"Vancouver, BC",11/06/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G0534.jpg,Stimulant,Brown Crystal,Sold as: Methamphetamine,"Methamphetamine:90-95%, Uncertain Match:5-10%",Fentanyl: Positive,Notes: Unexpected fentanyl positive on test strip. Even a tiny amount of fentanyl can lead to an overdose.,"Vancouver, BC",11/05/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G0409.jpg,Opioid,Blue Chunk,Sold as: Down,"Erythritol:30-35%, Etizolam:25-30%, Caffeine:15-20%, Fentanyl:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a high amount of etizolam and also contains fentanyl. This combination is more likely to lead to an overdose.,"Vancouver, BC",11/04/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G0307.jpg,Opioid,White Powder,Sold as: Down,,Fentanyl: NegativeBenzodiazepine: Positive,"Notes: This sample is dangerous because it is a benzodiazepine, not an opiod. The low dose point of benzodiazepines makes it very easy to overdose.","Vancouver, BC",11/03/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G0204.jpg,Opioid,White Pressed Pill,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:80-85%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Positive,"Notes: Imprint: TEC, the filler used in this sample is not consistent with a real Percocet and the sample tested positive for benzodiazepines. This could cause different results than expected. Benzodiazepines do not reduce pain.","Vancouver, BC",11/02/2021
https://getyourdrugstested.com/wp-content/uploads/2021/11/G0128-1.jpg,Stimulant,White Powder,Sold as: Cocaine,,Fentanyl: NegativeBenzodiazepine: Positive,Notes: This sample contains a benzodiazepine instead of the expected cocaine. There is a high risk to overdose.,"Vancouver, BC",11/01/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/G2603.jpg,Unknown,White Crystal,Sold as: Unknown,"Fentanyl:45-50%, Xylazine:30-35%, Uncertain Match:15-20%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: The uncertain match in this sample is likely a fentanyl analogue. This sample is dangerous due to the above average amounts of both fentanyl and xylazine. This sample is more likely to cause overdoses and/or blackouts. Confirmed as 52%Fentanyl HCL, 46% Xylazine HCL","Vancouver, BC",10/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/M2209.jpg,Opioid,Light Brown Pebble,Sold as: Heroin,"Heroin:40-45%, Caffeine:40-45%, Mannitol:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This heroin sampe also tested positive for fentanyl or analogs and benzodiazpines. This combination of depressants is more likely to cause an overdose.,"Anonymous, BC",10/22/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/G1815.jpg,Opioid,Yellow Powder,Sold as: Heroin,"Fentanyl:45-50%, Flualprazolam:35-40%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains high levels of fentanyl and very high levels of a benzodiazepine. This sample has an increased risk for overdose and a high risk for blacking out.,"Vancouver, BC",10/18/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/G1414.jpg,Opioid,White Chunk,Sold as: Down,"Caffeine:40-45%, Fentanyl:30-35%, Etizolam:20-25%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains high levels of fentanyl and very high levels of etizolam. This sample has an increased risk for overdose and a high risk for blacking out.,"Vancouver, BC",10/14/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/M1402.jpg,Opioid,White Tablet Code:  Unicorn,Sold as: Acetaminophen and Oxycodone,"Dicalcium Phosphate:35-40%, Uncertain Carbohydrate:30-35%, Uncertain Salt:10-15%, Uncertain Match:10-15%",Fentanyl: NegativeBenzodiazepine: Positive,"Notes: Imprint: TEC. Unexpected positive test strip result for benzodiazepines - This could cause unexpected effects. Confirmed as 1.42% caffeine, xylazine trace","Oshawa, ON",10/14/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/G1208.jpg,Depressant,White Chunk,Sold as: Alprazolam,"Microcrystalline Cellulose:75-80%, Uncertain Oil:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This alprazolam sample contains fentanyl instead of benzodiazepines. This can be dangerous for someone not used to fentanyl and expecting benzodiazepines.,"Vancouver, BC",10/12/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/G0438.jpg,Stimulant,White Chunk,Sold as: Cocaine Base,"Cocaine Base:55-60%, Etizolam:40-45%",Fentanyl: NegativeBenzodiazepine: Negative,"Notes: Unexpected etizolam in this sample in a significant amoun, unaware consumers would be at high risk for an overdose, effects could include rapid sedation. Confirmed as 52.8% cocaine base, 39.3% etizolam","Vancouver, BC",10/04/2021
https://getyourdrugstested.com/wp-content/uploads/2021/10/G0118.jpg,Opioid,Light Brown Powder,Sold as: Heroin,"Caffeine:70-75%, Flualprazolam:30-35%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contained a high amount of benzodiazepines and tested positive for fentanyl or analogs. The presence of both fentanyl and benzodiazepines can make an overdose more likely and more difficult to reverse.,"Vancouver, BC",10/01/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G2815.jpg,Unknown,Light Yellow Crystal Code:  pineapple,Sold as: Unknown,"Fentanyl:45-50%, Xylazine:25-30%, Cocaine Base:10-15%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: The uncertain match may be propionanilide, unable to verify. This sample is very dangerous due to high levels of fentanyl and xylazine.","Vancouver, BC",09/28/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G2617.jpg,Opioid,Light Orange Crystal,Sold as: Fentanyl,"Fentanyl:65-70%, Xylazine:15-20%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: Unexpected xylazine, which is an animal tranquilizer. Together with fentanyl it increases the risk of an overdose.","Vancouver, BC",09/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G2204.jpg,Depressant,White Powder,Sold as: Clonazepam,,Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample is a benzodiazepine like substance and also positive for fentanyl. These two central nervous system depressants are dangerous when combined.,"Vancouver, BC",09/22/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G2105.jpg,Psychedelic,Light Brown Crystal Code:  Pineappletime,Sold as: MDMA,"Dimethyl Sulfone:85-90%, N-Ethylpentylone:10-15%",Fentanyl: Negative,Notes: N-Ethylpentylone has been linked to numerous hospitalizations and overdose deaths.,"Vancouver, BC",09/21/2021
